id,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10
824933,3,2,4,2,2,3,2,3,3,5,3,3,4,3,3,2,3,3,3,3,5,3,2,3,3,4,3,3,5,3,3,2,5,3,3,3,3,3,4,3,3,3,5,2,3,2,4,3,4,4
400557,3,2,4,3,4,2,4,2,2,3,4,4,4,3,2,2,3,2,2,2,1,5,2,5,1,5,1,5,5,5,4,3,3,3,4,3,4,3,4,4,3,3,3,3,4,2,4,3,5,4
839145,1,5,2,5,2,4,1,1,3,5,5,1,5,1,5,5,5,5,5,4,4,3,4,4,5,2,4,2,4,4,4,2,5,1,3,1,2,3,5,5,2,1,5,2,3,1,5,2,5,5
518832,1,4,3,4,2,2,2,4,2,4,3,3,4,3,3,3,3,2,3,3,1,4,3,4,2,4,2,4,4,3,3,2,4,3,3,2,4,2,4,4,3,3,3,2,3,3,3,3,4,4
223304,2,3,3,3,4,2,3,3,2,2,5,2,5,1,4,3,5,5,3,4,3,3,2,4,2,4,2,3,4,3,2,3,4,4,1,4,3,4,2,4,4,1,5,1,3,1,4,4,5,5
831848,2,1,2,3,3,2,1,1,4,5,5,2,5,3,5,3,3,3,5,3,2,3,5,3,3,3,3,4,4,3,2,3,2,4,2,4,4,2,3,2,2,4,5,4,3,2,1,2,3,3
830194,4,2,5,3,4,2,3,2,5,2,2,4,2,3,2,1,2,3,4,1,5,4,4,1,1,4,1,5,4,2,2,2,4,2,3,2,4,1,4,5,4,1,3,1,4,3,5,2,3,5
354997,2,2,2,3,3,2,4,4,2,4,3,4,5,4,4,1,2,1,4,2,1,1,1,4,4,4,3,4,4,5,5,3,4,2,3,2,5,1,5,5,5,2,4,2,3,1,5,5,5,3
640366,1,3,4,4,4,2,2,3,4,4,3,3,3,4,3,3,1,2,4,2,3,5,3,4,2,3,1,4,2,3,2,2,4,3,2,4,3,2,2,3,3,2,3,1,3,2,4,4,5,5
900788,2,2,4,4,4,3,2,5,3,5,3,5,4,2,5,3,3,3,2,2,1,5,1,5,1,5,1,5,4,4,4,5,4,4,3,2,3,1,3,3,4,2,2,2,2,4,5,2,5,2
571161,3,1,3,2,3,2,3,2,4,4,4,2,4,1,4,4,4,3,4,5,3,5,3,3,4,3,2,3,4,2,1,5,4,4,1,5,4,4,1,1,4,1,5,2,4,1,5,3,5,3
330639,4,1,5,3,4,1,4,5,2,1,2,1,5,2,3,4,1,1,1,1,1,4,1,5,1,5,1,4,4,5,1,1,4,3,2,4,4,3,5,5,1,3,3,3,4,2,4,1,4,4
928533,3,2,4,2,4,2,4,3,3,2,3,4,3,2,2,2,3,2,2,2,2,4,3,4,2,4,2,4,4,4,4,3,4,2,4,3,4,3,3,3,3,4,4,4,3,2,3,2,3,3
483320,1,5,4,5,4,5,2,5,2,3,4,5,4,3,1,4,3,4,1,2,3,5,1,5,3,5,1,5,4,4,4,1,5,3,3,1,3,4,4,5,4,4,5,3,4,3,5,5,3,4
697525,2,3,3,3,2,3,1,3,4,4,4,3,5,1,4,5,4,4,5,5,4,3,4,2,4,2,3,3,3,3,4,2,4,3,4,2,4,2,4,3,4,3,3,1,3,2,3,3,5,3
926400,5,1,5,1,5,1,5,1,5,1,4,3,5,2,2,3,4,1,3,4,2,4,4,2,2,4,1,5,4,4,4,5,2,4,5,5,3,1,5,2,1,1,5,1,5,1,5,1,4,5
43509,2,3,3,4,2,4,1,4,2,5,3,3,5,4,4,4,4,4,3,3,1,4,2,5,1,5,1,5,5,4,4,4,3,2,3,4,4,3,3,5,4,1,5,2,4,1,4,4,5,5
858048,3,3,2,3,2,3,2,5,3,2,5,2,5,3,2,3,3,2,5,2,4,2,2,4,5,3,4,2,5,5,5,1,2,3,4,4,5,3,5,4,5,1,5,2,5,1,5,3,5,5
204804,2,5,3,4,2,4,3,3,3,5,5,4,5,2,5,5,5,5,5,5,2,5,5,4,4,4,5,4,4,1,3,4,5,5,1,5,5,4,2,4,1,2,4,2,3,2,4,2,4,4
192900,5,2,2,4,1,5,3,2,2,5,3,2,3,2,2,1,3,3,3,2,4,3,3,2,3,3,3,3,2,4,4,4,2,3,4,2,5,4,4,5,4,2,4,3,4,2,5,2,5,5
409334,3,4,4,3,2,5,2,2,5,2,5,2,5,2,4,5,5,5,5,2,2,5,1,5,2,5,1,5,5,5,3,1,4,2,4,2,4,3,4,4,4,4,4,4,2,4,5,2,4,3
960461,4,5,2,4,3,4,2,4,3,5,4,2,4,4,3,3,3,2,4,3,4,2,4,3,4,3,4,4,4,4,3,4,5,3,3,3,5,4,4,5,4,1,5,1,3,2,4,4,5,4
635115,3,3,3,3,4,3,4,4,3,4,5,2,5,4,2,4,5,4,5,3,3,3,1,3,1,4,1,5,5,5,1,4,4,4,3,4,3,4,3,2,2,4,4,3,3,1,3,3,5,3
483943,1,5,3,4,1,4,2,4,2,5,5,3,5,2,3,3,2,2,4,3,3,5,2,4,2,3,2,3,4,3,3,5,4,4,2,4,2,2,3,3,4,2,5,1,3,5,3,3,5,4
405888,1,5,1,5,2,4,1,5,1,5,2,4,4,1,3,1,1,1,4,4,2,2,3,4,4,3,5,4,4,3,4,1,5,1,4,1,4,2,4,4,5,3,5,1,5,1,4,4,4,5
908634,4,4,4,4,5,4,4,2,5,5,4,5,5,1,4,2,2,2,4,5,2,2,5,2,5,2,5,4,3,3,3,1,4,3,1,4,4,3,2,4,5,3,3,4,3,3,5,4,5,5
234954,2,2,4,3,3,2,2,3,3,4,4,3,4,3,3,3,2,3,3,3,2,4,3,4,2,3,2,4,4,3,4,1,4,2,4,1,4,2,4,4,4,3,3,4,3,3,4,2,5,2
21241,2,4,2,4,3,2,1,4,3,4,5,1,4,2,3,3,4,3,4,4,2,4,1,5,2,2,1,4,4,3,2,5,3,4,1,4,2,2,1,3,4,1,3,1,4,2,4,3,5,4
931891,2,1,5,1,5,1,4,1,1,2,4,2,5,1,4,4,4,3,4,4,1,5,1,5,1,5,1,5,5,4,4,2,5,2,2,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4
5371,3,1,5,3,4,3,4,3,4,4,4,3,5,2,4,4,4,4,4,4,2,4,3,4,1,5,2,5,4,4,4,5,4,2,2,4,4,1,4,4,4,2,4,1,5,1,4,3,5,5
232040,1,3,2,4,3,3,3,4,1,5,4,2,4,3,3,2,2,1,3,2,1,4,1,5,2,5,1,4,5,5,3,2,4,2,4,2,4,1,4,4,4,3,5,3,3,1,5,4,4,3
240887,5,2,5,2,5,1,4,4,5,4,4,4,4,2,4,4,4,4,3,3,1,5,2,5,1,5,1,5,5,5,2,2,2,2,1,3,4,2,2,2,5,3,5,2,5,1,5,3,5,5
118546,4,4,2,4,4,4,2,4,4,4,1,4,5,4,1,1,2,1,1,2,4,4,1,4,2,2,2,2,2,4,4,1,3,1,4,1,5,1,4,4,2,2,3,2,4,2,4,1,4,4
943207,1,5,2,5,1,4,1,5,1,5,2,5,2,1,1,1,1,1,1,4,2,1,1,4,3,5,4,4,4,4,4,2,5,4,1,1,3,1,1,5,5,1,5,1,5,1,5,5,5,5
93947,5,1,5,2,5,2,5,2,4,2,2,4,2,4,2,2,2,2,2,2,2,5,1,4,2,4,2,5,5,4,4,3,2,3,4,2,3,2,4,4,4,2,2,2,4,2,4,4,5,4
999749,4,2,5,4,5,2,4,4,4,4,3,3,4,2,2,1,1,1,2,2,1,5,1,5,1,5,1,5,5,5,4,4,4,1,4,3,4,2,3,4,4,1,5,1,4,1,5,4,5,5
183481,1,1,3,3,2,1,3,4,2,5,5,3,5,2,2,4,4,3,4,3,3,5,4,3,1,2,1,3,3,4,4,1,3,1,5,1,5,1,4,4,4,2,4,1,3,2,3,2,5,3
625030,4,3,4,2,5,1,3,2,4,3,1,4,5,2,2,2,4,2,1,4,2,3,4,2,2,4,4,4,2,4,4,1,3,4,2,4,4,4,3,3,5,2,4,1,4,1,5,4,5,4
286563,3,2,3,3,3,3,2,3,3,4,2,2,3,2,2,2,3,3,2,3,3,2,2,4,1,4,3,4,3,3,2,3,3,3,2,2,3,3,2,3,3,1,3,3,4,1,3,3,4,3
1001113,1,4,1,4,1,4,1,4,1,5,3,2,4,4,1,4,3,2,2,4,1,1,1,4,1,5,2,4,5,5,3,1,3,3,3,4,3,2,1,3,2,1,5,2,4,1,3,3,1,5
333617,3,2,4,2,4,3,4,2,2,3,4,3,4,2,4,4,3,4,4,3,5,3,3,5,3,4,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,2,3,3,2,3,4,2,3,2
179998,1,3,3,5,5,5,3,5,1,5,5,3,5,1,3,4,1,4,5,3,3,3,1,3,5,3,3,3,3,3,5,1,5,1,5,1,5,3,5,5,5,3,5,3,5,1,5,3,5,5
243348,2,4,3,3,2,2,1,3,2,5,5,2,5,3,4,4,4,3,4,2,1,4,2,5,1,5,1,4,5,2,4,4,2,4,1,5,3,4,3,2,5,1,5,1,4,1,4,5,4,4
435530,5,1,5,3,3,1,3,5,1,1,5,2,4,1,1,3,3,3,3,3,1,5,2,5,1,5,1,5,5,5,4,2,4,4,4,2,4,3,4,3,3,1,4,1,4,1,5,3,5,5
772784,4,2,5,2,5,2,3,4,4,1,3,4,4,2,4,5,5,4,4,4,2,5,1,5,2,5,2,4,5,5,4,1,5,2,2,5,2,4,4,4,2,1,5,1,4,1,5,2,5,5
391684,3,4,3,5,5,3,3,5,1,5,4,3,4,2,2,3,3,3,3,2,1,5,1,5,1,5,1,4,5,3,3,2,4,3,2,3,4,2,4,4,3,2,5,2,5,1,3,3,4,5
642997,1,5,3,4,3,3,1,5,1,5,5,3,4,1,2,3,4,4,3,4,2,5,1,4,2,5,1,4,3,4,3,4,3,3,3,2,3,3,2,4,4,2,5,2,4,2,4,4,4,4
293430,3,5,1,5,1,3,1,5,1,5,5,2,5,3,4,5,5,5,3,3,4,5,1,5,1,5,1,5,5,2,4,3,1,5,1,4,3,4,3,5,3,3,5,1,3,2,4,3,5,4
363119,2,5,2,4,3,4,1,2,3,3,4,2,5,4,5,3,5,4,4,4,4,2,4,4,1,4,3,5,4,3,1,2,4,4,2,4,4,4,1,3,5,1,5,1,4,1,4,4,5,4
588153,2,4,2,4,2,4,2,2,3,5,2,4,2,4,2,2,3,2,4,2,1,5,3,4,1,5,1,4,5,2,3,5,3,2,1,5,5,5,5,4,4,2,3,1,4,2,4,2,5,4
107412,1,3,3,5,3,3,2,5,1,5,3,3,5,3,5,3,3,5,3,3,5,3,1,5,3,3,3,3,5,5,3,5,5,3,1,4,4,1,3,4,5,3,5,3,3,1,3,5,5,3
447876,3,2,3,3,4,4,4,3,3,3,5,1,5,1,5,5,5,5,5,5,2,4,4,4,1,4,2,2,5,3,2,2,4,2,1,2,5,4,2,2,1,3,5,1,2,2,2,2,2,2
839883,4,1,4,3,5,1,5,3,4,3,2,4,3,4,3,3,1,1,2,1,4,3,4,2,5,2,3,4,2,4,3,1,3,3,5,1,5,2,5,4,5,4,5,4,2,1,3,3,4,4
900572,5,2,4,4,2,2,5,3,4,4,1,5,1,2,4,1,1,2,1,2,4,4,4,2,3,1,2,2,1,1,2,5,3,5,1,3,1,2,1,3,5,1,4,1,5,1,5,4,1,5
378981,2,5,3,4,3,4,2,4,2,5,4,4,5,5,4,3,4,4,3,1,2,4,1,3,5,3,2,4,3,3,5,1,5,1,4,2,5,2,4,3,4,1,5,2,5,1,5,5,5,5
26719,4,3,1,4,5,3,2,5,1,2,4,2,5,1,1,2,5,4,3,5,1,4,4,5,5,5,4,5,5,5,2,5,5,5,1,5,5,3,4,4,3,1,5,1,2,1,5,4,4,5
314889,1,3,5,5,3,3,2,1,5,3,1,5,4,5,1,1,1,1,2,1,4,4,1,4,3,5,2,3,4,4,5,1,5,1,5,1,4,1,5,5,5,1,3,1,5,1,5,1,3,5
42029,4,1,5,3,5,1,3,2,4,2,4,4,5,3,3,3,5,1,4,3,2,5,5,4,1,3,1,4,4,4,3,5,4,4,1,5,3,3,3,3,4,5,3,3,3,4,3,4,3,4
571215,5,1,5,1,5,1,4,5,1,2,1,3,5,2,4,4,1,4,4,4,1,5,1,5,1,5,1,5,5,5,5,4,5,4,1,1,5,3,5,5,5,1,5,1,5,1,5,5,5,5
527025,2,2,3,2,4,4,2,4,3,3,2,4,4,2,2,4,3,2,5,2,4,4,2,4,2,4,2,4,4,4,2,4,4,3,3,3,4,3,1,4,2,1,5,2,3,2,4,1,4,4
580670,1,3,2,4,2,3,1,3,2,5,5,2,4,2,4,4,3,3,4,3,2,4,1,4,3,4,3,4,4,3,3,3,4,4,2,4,3,3,3,4,5,1,4,1,5,2,5,4,4,5
65400,1,3,3,4,3,3,2,5,1,4,3,3,4,3,3,3,3,2,2,3,1,3,4,3,2,2,2,3,3,3,4,2,4,3,3,1,4,3,3,2,4,2,3,2,3,4,2,3,4,3
106366,2,4,2,5,2,4,1,5,1,5,3,4,4,1,3,1,1,1,3,1,3,2,3,2,5,1,2,3,2,3,3,4,3,1,3,3,3,2,4,3,2,4,5,3,3,3,2,2,3,3
142463,5,1,5,3,5,1,5,2,5,2,5,3,5,4,4,5,4,4,5,2,1,5,3,5,3,4,2,4,5,4,3,5,4,4,3,3,4,3,4,4,5,2,5,1,5,1,5,4,4,5
509790,1,4,3,4,3,2,2,5,1,5,3,4,4,4,2,4,3,2,4,2,1,4,2,5,3,3,2,4,5,3,2,3,4,3,2,3,5,1,3,4,3,2,4,1,3,2,4,3,5,3
702707,3,2,3,3,3,1,2,3,3,5,4,3,4,5,1,1,1,1,1,1,1,3,1,4,2,3,2,4,4,3,5,1,5,1,5,1,5,1,5,5,5,1,3,1,4,3,5,3,5,5
350856,5,1,4,1,5,2,4,2,4,2,4,3,4,5,3,3,2,1,2,1,2,3,1,3,2,2,2,3,3,4,4,1,4,1,1,1,4,2,4,3,2,2,1,4,4,4,5,2,3,4
115986,2,2,2,3,2,1,2,3,4,5,5,2,4,4,2,3,3,3,3,2,1,4,2,5,1,5,1,4,5,3,4,5,2,5,2,5,4,2,4,4,3,2,5,1,5,1,2,3,5,5
403111,1,4,3,4,1,4,1,5,1,4,3,4,4,3,1,1,2,1,4,2,4,3,5,3,4,2,4,4,3,3,2,4,3,4,1,4,4,3,4,4,2,3,2,2,2,4,4,2,2,2
665205,5,4,4,2,4,4,5,2,4,5,2,4,4,2,1,2,4,4,4,4,5,3,4,3,4,1,3,4,3,3,3,4,5,4,3,2,2,2,4,4,4,1,5,1,5,1,4,4,5,5
976267,4,1,5,2,5,1,5,3,3,3,4,2,4,3,1,1,3,3,2,2,1,5,2,5,1,5,1,4,5,5,3,1,5,3,4,1,4,2,5,5,2,1,5,2,4,1,5,3,4,5
385418,4,1,5,4,5,3,5,1,3,3,3,5,4,2,3,1,4,3,1,3,4,5,2,4,3,5,1,3,5,5,4,2,4,2,3,4,3,3,5,5,4,3,5,2,5,5,5,1,5,5
122891,1,2,5,3,4,2,3,4,1,4,5,2,5,1,3,5,3,2,4,5,1,5,1,3,2,3,3,5,4,5,4,5,5,4,1,2,3,4,4,5,4,2,5,2,5,1,4,4,4,5
578552,3,2,5,2,4,3,2,4,3,2,4,3,4,4,2,3,1,2,4,2,1,5,1,5,2,5,1,4,4,4,4,3,5,2,3,1,4,2,4,4,3,2,4,2,4,2,4,2,4,4
423128,4,1,5,1,5,1,4,2,5,1,3,5,4,5,1,1,4,4,1,1,1,5,1,5,1,5,1,5,5,5,2,1,5,1,2,1,3,4,3,3,3,1,5,1,5,1,5,3,5,5
1005548,2,3,3,3,4,1,4,4,2,4,5,2,5,2,5,5,4,5,5,5,1,5,2,4,1,5,1,3,5,5,2,5,4,5,1,5,4,5,2,4,4,1,5,1,5,1,4,4,5,5
568193,4,3,4,3,4,3,2,4,2,4,3,3,4,2,3,3,3,3,3,3,2,4,3,4,2,4,2,4,4,4,5,2,4,2,3,2,4,2,4,4,4,2,4,3,4,2,4,4,4,4
579621,4,1,5,1,4,1,5,2,5,2,1,5,3,2,1,3,4,4,5,4,1,5,5,3,5,4,1,4,5,4,4,1,5,1,1,1,5,4,4,1,5,2,4,1,5,5,3,4,5,4
188427,3,5,3,3,3,3,1,4,3,5,4,3,4,3,4,3,2,1,4,3,5,3,1,4,3,4,3,3,4,3,4,1,5,1,4,1,5,2,3,4,4,3,3,3,4,2,4,3,3,5
661927,2,2,3,3,3,2,2,5,1,4,3,3,4,4,2,3,1,1,3,1,2,4,1,4,3,4,2,4,3,3,3,2,4,3,3,3,3,1,3,3,3,3,3,3,4,3,3,2,4,4
16241,2,5,5,4,2,5,5,3,3,5,2,5,4,4,3,2,3,2,2,2,1,5,1,5,1,5,2,5,5,5,4,4,5,3,3,1,4,3,3,3,3,4,5,2,4,3,5,1,5,4
419712,3,3,5,2,4,2,2,5,2,4,5,2,5,1,2,4,3,2,4,4,2,4,2,5,1,4,1,5,5,4,4,3,5,3,1,2,4,1,5,5,4,1,3,1,3,3,4,3,5,3
554076,2,3,3,2,3,2,3,3,5,5,4,1,5,2,3,4,3,3,4,2,1,5,2,3,2,5,2,4,2,3,4,3,4,4,2,2,3,2,2,4,5,2,5,1,4,1,4,5,5,5
965245,2,3,4,3,5,1,5,3,5,3,4,4,5,1,4,2,3,2,3,3,3,3,3,4,3,4,2,3,4,3,3,5,3,5,2,5,2,5,2,1,5,1,5,1,5,1,5,4,5,5
93154,3,2,3,3,4,2,4,3,2,4,4,3,4,3,4,2,2,1,1,2,1,5,1,5,2,5,1,5,5,4,3,2,5,2,2,3,3,3,3,3,3,2,4,2,3,2,3,3,5,5
707802,2,4,2,4,3,2,1,3,4,5,4,3,5,3,3,3,2,2,4,4,1,5,3,5,2,5,3,3,5,3,5,2,5,2,5,1,5,2,5,4,3,3,4,3,3,1,3,2,5,3
465100,5,2,5,2,5,1,4,3,4,1,3,5,2,5,2,2,2,2,3,2,1,5,1,5,2,4,2,5,4,4,4,3,4,1,2,4,3,2,3,4,4,1,4,3,4,1,4,4,3,4
199225,2,4,3,4,1,4,2,5,2,4,1,5,3,2,1,1,1,1,1,3,4,4,1,4,2,3,2,3,3,3,2,2,4,2,1,4,2,3,2,3,2,2,4,1,3,1,3,2,2,3
439248,3,1,2,5,3,3,2,5,2,5,5,1,5,1,4,5,5,5,5,5,3,3,3,4,1,5,2,4,4,3,1,5,3,5,1,4,5,4,4,3,4,1,5,1,4,4,4,4,5,5
963810,4,3,4,3,4,3,4,2,4,2,2,4,2,2,2,2,4,2,4,2,2,5,3,3,2,4,2,4,4,4,1,4,1,3,2,4,3,3,3,3,4,2,2,1,3,3,4,4,5,3
604693,3,4,3,4,5,1,1,3,4,5,1,5,1,5,1,2,2,1,1,1,3,3,2,2,3,1,3,3,2,4,4,5,5,1,3,5,3,4,3,5,5,1,4,1,5,2,5,5,5,5
549011,4,1,4,1,5,1,5,3,1,2,5,3,5,2,4,3,5,5,5,1,1,5,3,4,4,4,1,4,5,4,5,5,3,4,1,5,5,4,5,5,5,3,4,3,4,2,5,5,4,5
174076,4,2,4,2,5,1,5,2,5,2,1,4,4,2,1,3,2,3,4,4,3,5,3,3,2,2,2,3,2,3,4,4,4,2,2,4,2,4,3,4,5,1,5,1,5,1,4,5,4,5
588546,3,1,5,3,5,2,5,2,1,1,2,5,3,5,5,4,1,1,2,1,1,5,1,5,1,5,1,3,5,4,2,5,4,4,1,5,4,1,4,3,3,3,4,1,3,1,3,1,4,3
859465,3,2,5,2,3,1,3,4,4,3,1,5,2,4,1,1,2,1,2,1,2,4,1,4,2,4,2,3,4,5,4,1,3,1,2,1,3,2,2,4,4,1,3,1,4,2,4,3,4,4
539553,2,4,3,3,3,4,2,4,2,5,2,4,4,4,2,2,2,1,2,4,3,3,2,2,4,4,3,2,4,4,2,1,4,2,3,2,3,4,1,3,3,2,3,2,3,2,4,3,3,4
531267,1,4,4,2,4,2,2,5,2,4,2,4,1,4,1,1,1,1,1,1,1,4,1,5,2,4,2,4,4,4,2,4,5,1,2,4,5,3,4,4,5,4,4,4,4,2,4,4,4,4
850956,1,2,2,4,3,2,2,4,2,4,4,2,4,2,2,3,2,2,3,3,1,4,2,4,2,4,2,4,4,3,2,4,2,4,2,4,2,2,2,3,2,2,4,1,3,2,3,3,5,4
358420,3,1,5,3,4,1,2,4,2,2,4,4,4,4,4,4,3,2,2,1,1,5,1,5,1,5,1,5,5,5,3,3,4,1,2,4,3,1,4,3,2,1,5,2,4,1,4,2,3,4
775091,1,4,4,4,2,4,1,4,2,5,2,5,2,4,2,5,5,4,1,1,2,3,2,5,1,5,2,4,4,4,5,1,5,1,5,2,5,1,5,5,4,2,2,4,4,4,5,4,4,4
104663,4,1,3,2,4,2,5,5,3,5,4,1,5,4,2,4,4,4,5,3,3,4,1,5,5,4,4,5,5,3,5,2,5,1,1,1,5,1,5,5,5,3,3,4,4,5,5,4,5,2
48809,4,1,4,3,5,4,5,2,4,3,2,4,2,4,5,1,1,1,1,1,2,4,4,4,2,1,1,3,4,3,5,3,4,1,3,1,5,1,4,4,3,3,1,3,3,5,4,3,4,1
511061,4,2,5,3,4,2,3,5,4,3,5,4,5,1,1,4,4,3,4,4,1,5,4,5,1,5,1,5,5,5,3,5,5,2,1,5,2,4,3,3,5,2,5,2,5,1,5,2,5,5
805546,4,1,5,3,5,1,5,3,3,4,1,5,4,3,5,2,4,2,5,3,4,5,3,4,1,4,2,5,4,4,4,3,3,4,4,4,5,3,4,4,3,3,4,2,4,2,3,3,4,4
496654,5,4,5,1,3,5,3,5,1,5,3,5,5,4,4,3,3,2,3,4,1,5,1,5,1,5,1,5,5,5,3,4,5,3,1,2,4,3,4,5,2,4,3,4,4,2,5,1,5,4
746828,1,5,3,4,2,3,2,4,1,4,2,3,2,4,2,2,2,3,2,1,1,3,1,4,2,3,2,4,4,3,3,3,4,2,2,2,3,3,3,3,2,2,3,2,3,2,4,2,2,3
936163,3,4,3,3,2,2,2,3,3,5,3,3,4,3,2,2,2,2,4,2,4,4,2,3,2,3,2,4,1,3,4,3,4,2,3,2,5,2,4,4,4,1,4,1,3,2,4,3,4,4
669248,3,3,3,5,5,3,2,4,3,1,3,3,3,2,2,2,3,2,2,2,1,3,1,4,2,5,1,5,4,5,4,2,5,1,3,2,4,3,2,3,4,1,5,2,4,1,4,3,4,5
916417,5,1,4,2,5,2,5,3,2,5,4,1,5,4,2,2,2,4,3,3,1,4,1,5,2,2,1,5,5,5,3,2,5,5,2,2,5,1,2,3,5,5,5,2,5,1,4,4,5,5
581197,4,3,2,4,2,3,2,5,2,5,5,2,5,1,4,4,3,3,4,5,1,4,3,5,2,5,2,4,5,4,4,1,4,4,4,1,5,2,5,4,4,3,4,1,5,2,4,4,5,4
387230,3,5,3,3,3,3,5,5,1,1,3,3,5,3,3,3,3,3,3,3,3,5,1,5,1,5,1,5,5,3,5,1,5,1,5,3,3,1,5,3,3,3,3,3,3,1,3,3,4,3
684165,3,2,5,5,4,2,4,5,3,4,5,2,5,5,4,4,2,1,2,4,1,4,1,5,2,5,2,4,4,4,4,4,4,4,1,4,4,2,4,3,4,4,5,1,4,1,3,2,4,4
566144,3,3,3,2,4,2,3,4,3,4,4,4,4,2,1,2,4,3,3,4,2,4,1,4,3,3,2,4,2,3,4,4,4,4,4,2,3,2,3,3,5,1,3,2,4,2,5,4,5,4
137742,1,5,2,5,2,5,1,5,1,5,4,3,3,3,5,3,2,1,5,3,2,2,3,3,3,5,3,2,2,1,3,3,3,4,2,3,4,1,1,3,2,3,4,5,3,3,2,1,3,1
142623,1,4,3,5,3,5,1,5,1,5,5,4,4,2,4,4,5,5,5,4,2,4,2,4,2,3,4,4,4,3,4,5,4,3,4,2,4,4,4,4,2,2,4,2,3,2,2,1,5,3
244944,3,1,5,1,4,1,4,2,4,2,2,4,4,4,2,1,2,1,2,1,2,5,2,4,2,4,1,4,4,4,4,2,5,2,3,3,4,3,4,4,4,2,4,2,4,1,4,4,4,5
520939,3,3,2,3,2,3,2,4,3,5,4,3,5,3,5,3,3,4,5,4,2,3,2,4,2,4,3,4,4,4,4,2,4,2,5,1,5,1,5,5,3,3,3,3,3,3,3,2,4,4
446209,5,1,2,3,3,3,3,3,3,3,1,2,5,1,3,5,3,3,3,3,5,1,1,3,3,5,3,3,5,3,1,1,5,1,3,3,3,3,3,5,1,1,3,2,3,3,3,3,3,5
307472,2,3,3,3,2,4,2,4,2,4,3,3,4,5,3,3,4,4,2,4,4,4,3,5,2,4,3,4,4,4,3,4,2,4,1,4,3,3,3,4,3,1,4,1,4,1,3,4,5,5
173253,2,5,4,5,2,5,3,5,2,5,4,5,4,3,4,2,5,3,5,3,5,5,1,5,4,5,4,4,4,5,5,3,5,2,3,5,5,3,4,5,3,1,5,2,5,2,5,2,4,5
48569,2,4,2,4,4,2,2,5,2,4,4,3,5,1,4,3,4,2,3,4,4,4,2,4,2,4,2,4,4,4,4,5,4,4,2,4,4,3,3,4,5,2,4,2,4,2,4,4,4,4
687096,2,3,3,4,2,2,2,5,1,4,4,3,4,2,4,4,3,3,4,4,2,2,2,3,4,3,3,2,4,2,3,4,4,2,1,2,3,3,4,3,5,1,5,1,4,1,4,5,5,5
717965,2,4,4,5,4,3,2,4,5,4,2,3,4,2,3,3,2,2,2,2,1,4,1,3,2,4,2,3,4,3,3,3,3,3,4,4,2,2,4,2,3,4,2,2,2,4,4,4,3,2
678885,5,1,5,1,5,1,4,1,5,3,2,5,4,5,5,4,3,2,4,1,1,5,1,5,2,4,1,5,4,3,5,5,4,3,1,5,5,5,1,5,1,4,2,5,4,5,2,1,1,3
1001064,3,1,5,2,4,2,5,3,3,2,4,1,4,1,3,4,3,3,3,1,4,4,3,4,2,3,1,4,2,4,3,4,4,1,4,3,5,2,4,3,3,2,3,3,3,3,4,2,2,3
18912,2,2,2,4,1,4,4,5,2,5,5,1,5,1,2,5,5,5,5,5,1,4,2,4,1,5,2,5,2,4,4,1,4,1,2,1,4,2,4,4,3,4,4,2,4,2,5,2,5,3
299017,3,3,5,5,4,3,3,5,5,2,4,3,5,3,3,4,5,5,4,3,1,3,3,5,1,5,1,5,3,5,3,3,5,3,3,5,2,3,3,3,3,3,5,3,4,1,5,3,4,3
419997,1,3,2,4,4,1,2,5,4,5,1,5,1,5,1,1,1,1,1,1,4,5,3,2,4,1,5,2,2,1,5,1,5,1,5,1,5,1,5,4,5,1,4,1,3,4,5,5,5,3
627095,3,5,5,5,4,3,3,5,3,5,3,4,5,3,2,1,4,4,2,4,5,5,1,5,1,3,2,5,5,3,5,5,4,4,3,1,3,5,5,4,4,3,4,2,4,1,4,3,4,5
375649,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2
988027,1,2,4,3,2,1,1,5,1,4,4,3,5,3,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,5,1,5,1,4,1,4,1,5,4,4,1,2,3,1,5,5,4,5,1
228955,2,2,2,2,4,1,1,5,2,5,5,1,5,1,4,5,4,5,5,5,1,5,4,5,1,5,1,5,5,4,4,2,5,2,2,1,5,4,4,4,5,1,5,1,4,1,4,4,5,5
436998,2,5,4,2,4,4,2,5,5,5,5,2,4,2,2,4,4,4,4,2,4,3,2,4,3,2,3,4,4,3,4,3,5,2,4,2,5,1,5,5,4,2,4,2,5,1,5,4,4,5
